epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
24,0.5879372954368591,0.8527271747589111,0.6668707132339478,0.6381142735481262,0.4890551269054413,0.5776338577270508,0.8459426760673523,0.9163607358932495,0.6258147954940796,0.47856995463371277
25,0.5891849994659424,0.8537429571151733,0.6614510416984558,0.638715922832489,0.49183404445648193,0.5769503116607666,0.8461184501647949,0.9164057374000549,0.6248695850372314,0.4805770814418793
26,0.5913472175598145,0.8553451895713806,0.6556590795516968,0.6403182148933411,0.49531984329223633,0.5778096318244934,0.8469217419624329,0.9133028388023376,0.6257123351097107,0.4821605384349823
27,0.592729389667511,0.8563783764839172,0.6500925421714783,0.6412945985794067,0.49778667092323303,0.5775873064994812,0.8464353680610657,0.9167173504829407,0.6242630481719971,0.48359376192092896
28,0.5943579077720642,0.8577194809913635,0.6448116898536682,0.6424316763877869,0.5009960532188416,0.5800075531005859,0.8485992550849915,0.9077543616294861,0.6267130970954895,0.4842036962509155
29,0.5960172414779663,0.8588459491729736,0.639731228351593,0.643351674079895,0.5036987662315369,0.5809569954872131,0.850225031375885,0.9034046530723572,0.6259768605232239,0.4905075132846832
30,0.597798228263855,0.8600977063179016,0.6344136595726013,0.644582211971283,0.5066478252410889,0.581325113773346,0.8497890830039978,0.9071874022483826,0.6253098249435425,0.4907974600791931
31,0.5991345643997192,0.8611826300621033,0.6295281648635864,0.6453884840011597,0.5093659162521362,0.5821093320846558,0.8508875370025635,0.9013962745666504,0.6243887543678284,0.49493637681007385
32,0.6003804206848145,0.8621746301651001,0.6246963143348694,0.6461011171340942,0.5119638442993164,0.5860634446144104,0.8527626991271973,0.8976524472236633,0.6295169591903687,0.4990978538990021
33,0.6020941734313965,0.8634369373321533,0.6200670003890991,0.6474888324737549,0.5149632692337036,0.5848029851913452,0.852369487285614,0.8992867469787598,0.6275877952575684,0.4992465674877167
34,0.6036291718482971,0.8644697070121765,0.6153298020362854,0.648466169834137,0.5177099108695984,0.5854805707931519,0.8537794947624207,0.8931983113288879,0.6268181800842285,0.5013558268547058
35,0.6048832535743713,0.8655849695205688,0.6103962659835815,0.6492520570755005,0.520487368106842,0.5908934473991394,0.8569660186767578,0.881020724773407,0.6344728469848633,0.5053175091743469
36,0.6065358519554138,0.8667755126953125,0.6057230830192566,0.6504399180412292,0.5229718089103699,0.5902835130691528,0.8571640253067017,0.8808771371841431,0.6328852772712708,0.5059214234352112
37,0.6078676581382751,0.8676381707191467,0.6013189554214478,0.6510457992553711,0.525391697883606,0.5883154273033142,0.8550732731819153,0.8920081257820129,0.6306333541870117,0.5053851008415222
38,0.6092347502708435,0.8686703443527222,0.5967381000518799,0.651988685131073,0.5280410647392273,0.587543249130249,0.8558478951454163,0.8870763182640076,0.6275980472564697,0.5085325241088867
39,0.6104573011398315,0.8696259260177612,0.592610239982605,0.6527533531188965,0.5305206775665283,0.585693895816803,0.8543108105659485,0.8928238749504089,0.6257046461105347,0.5061137676239014
40,0.6120133399963379,0.87071293592453,0.587926983833313,0.6537224054336548,0.5330724120140076,0.5924423336982727,0.8591774106025696,0.8759040236473083,0.631965696811676,0.5156926512718201
41,0.6132047176361084,0.8715597987174988,0.583548903465271,0.6544967889785767,0.535622239112854,0.5916130542755127,0.8580424189567566,0.882706880569458,0.6298733949661255,0.5152854919433594
42,0.6151686310768127,0.8729599118232727,0.5792326927185059,0.655965268611908,0.5384372472763062,0.5944404602050781,0.860154390335083,0.8732470870018005,0.6334183812141418,0.5175480246543884
43,0.6162450313568115,0.873473584651947,0.5753123164176941,0.65622878074646,0.5402866005897522,0.5937914252281189,0.8598353862762451,0.8753131628036499,0.6326636672019958,0.517533004283905
44,0.617497980594635,0.8746584057807922,0.5711618065834045,0.6572896838188171,0.5430024862289429,0.5894632339477539,0.8578223586082458,0.880813479423523,0.6285340189933777,0.5145523548126221
45,0.6183449625968933,0.8753757476806641,0.5666057467460632,0.6574847102165222,0.5448837876319885,0.5978612899780273,0.863507866859436,0.861243486404419,0.63648921251297,0.524021565914154
46,0.6199002265930176,0.8763827681541443,0.5633419156074524,0.6588118076324463,0.5475793480873108,0.5963424444198608,0.8624981641769409,0.8658012747764587,0.6328574419021606,0.5249515175819397
47,0.6211779713630676,0.8772135376930237,0.5592754483222961,0.6595374941825867,0.5499417185783386,0.5961245894432068,0.8619667887687683,0.8696284294128418,0.6323092579841614,0.5259160399436951
48,0.6222855448722839,0.8779997229576111,0.5552474856376648,0.6599632501602173,0.5520390272140503,0.6010762453079224,0.8655949831008911,0.8561317920684814,0.6375252604484558,0.5312973856925964
49,0.6238701343536377,0.8790068626403809,0.5509955883026123,0.6611586213111877,0.5544798970222473,0.5985418558120728,0.8630951642990112,0.868476390838623,0.6337219476699829,0.5307640433311462
